RMSE,MAE,R2,Model,Train_Time_Seconds
61.561900015560816,38.64910358086166,0.4665487668863967,RandomForest,44.84
61.74858417193069,38.321365548851745,0.46330851958553354,LightGBM,2.16
61.95448451431805,38.25736115652778,0.4597233621224698,CatBoost,18.45
64.10180183382401,39.32769044778723,0.42162279602394503,XGBoost,2.68
76.15139181056212,48.9092321896678,0.1837440058198112,Ridge,0.04
